nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000635	Yahoo Serious	1953	\N	director,actor,writer	tt6893696,tt0107930,tt0156807,tt0096486
nm0000636	William Shakespeare	1564	1616	writer,soundtrack,miscellaneous	tt5377528,tt8632012,tt14297038,tt3894536
nm0000637	Tupac Shakur	1971	1996	soundtrack,actor,composer	tt0104573,tt0109035,tt0118900,tt0107840
nm0000638	William Shatner	1931	\N	actor,producer,writer	tt0088170,tt0084726,tt0079945,tt0098382
nm0000639	Ally Sheedy	1962	\N	actress,producer,soundtrack	tt0086567,tt0088847,tt0139362,tt0091949
nm0000640	Martin Sheen	1940	\N	actor,producer,soundtrack	tt0069762,tt0078788,tt1441912,tt0407887
nm0000641	Gary Sinise	1955	\N	actor,producer,director	tt0117438,tt0112384,tt0109830,tt0105046
nm0000642	Marina Sirtis	1955	\N	actress,producer,soundtrack	tt0117731,tt0120844,tt0375679,tt0111280
nm0000643	Tom Skerritt	1933	\N	actor,director,producer	tt0066026,tt0092099,tt0078748,tt0118884
nm0000644	Helen Slater	1963	\N	actress,soundtrack,writer	tt0088206,tt0101587,tt0091877,tt0093936
nm0000645	Anna Nicole Smith	1967	2007	miscellaneous,actress,producer	tt0758754,tt0110622,tt0110074,tt0377471
nm0000646	Jaclyn Smith	1945	\N	actress,producer,soundtrack	tt5033998,tt0081232,tt0065374,tt0094791
nm0000647	Alan Smithee	\N	\N	director,actor,writer	tt0086491,tt0116514,tt0118577,tt2076794
nm0000648	Wesley Snipes	1962	\N	actor,producer,soundtrack	tt0120611,tt0105812,tt0106697,tt0102526
nm0000649	Paul Sorvino	1939	\N	actor,soundtrack,director	tt0102803,tt0963194,tt0113987,tt0099685
nm0000650	Talisa Soto	1967	\N	actress	tt0113855,tt0117723,tt0119707,tt0097742
nm0000651	Sissy Spacek	1949	\N	actress,soundtrack,art_department	tt1454029,tt0247425,tt0074285,tt0080549
nm0000652	James Spader	1960	\N	actor,producer,soundtrack	tt2741602,tt2395427,tt0402711,tt0098724
nm0000653	Brent Spiner	1949	\N	actor,soundtrack,director	tt0253754,tt0117731,tt1628841,tt0111280
nm0000654	Terence Stamp	1938	\N	actor,soundtrack,director	tt0081573,tt0109045,tt0078346,tt0165854
nm0000655	Eric Stoltz	1961	\N	actor,producer,director	tt0089560,tt0110912,tt0289879,tt0094006
nm0000656	Madeleine Stowe	1958	\N	actress,director,writer	tt0144214,tt0114746,tt0104691,tt0108122
nm0000657	David Strathairn	1949	\N	actor,producer,soundtrack	tt0443272,tt0831387,tt0440963,tt0433383
nm0000658	Meryl Streep	1949	\N	actress,soundtrack,producer	tt1322269,tt0084707,tt0089755,tt0458352
nm0000659	Barbra Streisand	1942	\N	soundtrack,producer,actress	tt0117057,tt0062994,tt0069495,tt0086619
nm0000660	Tami Stronach	1972	\N	actress	tt6557704,tt0088323,tt12623434,tt3222644
nm0000661	Donald Sutherland	1935	\N	actor,soundtrack,producer	tt0077745,tt1951265,tt0414387,tt1951264
nm0000662	Kiefer Sutherland	1966	\N	actor,producer,miscellaneous	tt0285331,tt0183649,tt0790686,tt1527186
nm0000663	Dominique Swain	1980	\N	actress,producer,soundtrack	tt0119558,tt0426883,tt0119094,tt0203975
nm0000664	Patrick Swayze	1952	2009	actor,soundtrack,producer	tt0102685,tt0098206,tt0092890,tt0099653
nm0000665	D.B. Sweeney	1961	\N	actor,soundtrack,director	tt0104040
nm0000666	Lili Taylor	1967	\N	actress,writer,soundtrack	tt1457767,tt0116594,tt3488298
nm0000667	David Thewlis	1963	\N	actor,writer,soundtrack	tt0466909,tt0107653,tt1201607,tt0451279
nm0000668	Emma Thompson	1959	\N	actress,writer,producer	tt0114388,tt0314331,tt0107943,tt2140373
nm0000669	Fred Thompson	1942	2015	actor	tt1922777,tt0093640,tt0109190,tt0099810
nm0000670	Lea Thompson	1961	\N	actress,producer,director	tt0088763,tt0094006,tt0091225,tt0096874
nm0000671	Billy Bob Thornton	1955	\N	actor,writer,soundtrack	tt0120324,tt0243133,tt0120591,tt0117666
nm0000672	Meg Tilly	1960	\N	actress,writer	tt0088683,tt0085244,tt0086154,tt0106452
nm0000673	Marisa Tomei	1964	\N	actress,producer	tt1125849,tt0104952,tt0207201,tt0247425
nm0000674	Tamlyn Tomita	1966	\N	actress	tt0319262,tt0411951,tt0406759,tt0091326
nm0000675	Jeanne Tripplehorn	1963	\N	actress,soundtrack	tt0103772,tt0106918,tt0114898,tt0120148
nm0000676	Chris Tucker	1971	\N	actor,soundtrack,writer	tt0120812,tt1045658,tt0266915,tt0119695
nm0000677	Robin Tunney	1972	\N	actress,soundtrack	tt0115963,tt0190865,tt0146675,tt0112950
nm0000678	Kathleen Turner	1954	\N	actress,producer,soundtrack	tt0088011,tt0098621,tt0091738,tt0111127
nm0000679	Deborah Kara Unger	1966	\N	actress,producer,miscellaneous	tt0317042,tt1441912,tt0328538,tt0119174
nm0000680	Casper Van Dien	1968	\N	actor,producer,director	tt0120201,tt0437086,tt0120856,tt0162661
nm0000681	Vince Vaughn	1970	\N	producer,actor,writer	tt5657856,tt1078940,tt0396269,tt0452594
nm0000682	Paul Verhoeven	1938	\N	director,producer,writer	tt3716530,tt0093870,tt0389557,tt0164052
nm0000683	Gore Vidal	1925	2012	writer,actor	tt0119177,tt0041061,tt0080491,tt0111732
nm0000684	Nana Visitor	1957	\N	actress,soundtrack	tt0758746,tt2637276,tt0106145,tt1334102
nm0000685	Jon Voight	1938	\N	actor,producer,writer	tt0418279,tt0118615,tt0068473,tt0064665
nm0000686	Christopher Walken	1943	\N	actor,soundtrack,producer	tt0264464,tt0427327,tt0077416,tt0114194
nm0000687	J.T. Walsh	1943	1998	actor	tt0118771,tt0093105,tt0104257,tt0117666
nm0000688	Sela Ward	1956	\N	actress,producer	tt0814335,tt2267998,tt1628841,tt0106977
nm0000689	Julie Warner	1965	\N	actress,director,producer	tt0430634,tt0099582,tt0101745,tt0114694
nm0000690	Lesley Ann Warren	1946	\N	actress,soundtrack,producer	tt3322312,tt0057950,tt0084865,tt0088930
nm0000691	John Waters	1946	\N	actor,writer,director	tt0387575,tt0095270,tt0111127,tt0126604
nm0000692	Teri Weigel	1962	\N	actress	tt0100403,tt0098257,tt0096889,tt0100114
nm0000693	Peter Weller	1947	\N	actor,director,soundtrack	tt0100502,tt0102511,tt0093870,tt0086856
nm0000694	Wim Wenders	1945	\N	director,producer,writer	tt0107209,tt0087884,tt0101458,tt0093191
nm0000695	Joanne Whalley	1961	\N	actress	tt0914837,tt0090424,tt0120483,tt0096446
nm0000696	Wil Wheaton	1972	\N	actor,writer,producer	tt0084649,tt0092005,tt0092455,tt0103112
nm0000697	Billy Wilder	1906	2002	writer,director,producer	tt0043014,tt0047437,tt0053291,tt0053604
nm0000698	Gene Wilder	1933	2016	actor,soundtrack,writer	tt0072431,tt0098282,tt0063462,tt0067992
nm0000699	Michael Wincott	1958	\N	actor	tt0486674,tt0096219,tt0115632,tt0112817
nm0000700	Debra Winger	1955	\N	actress,producer,soundtrack	tt0086425,tt0084434,tt0081696,tt1084950
nm0000701	Kate Winslet	1975	\N	actress,soundtrack	tt0338013,tt0959337,tt0114388,tt0120338
nm0000702	Reese Witherspoon	1976	\N	actress,producer,soundtrack	tt0250494,tt0126886,tt0358273,tt2305051
nm0000703	BD Wong	1960	\N	actor,soundtrack	tt0107290,tt0120762,tt4158110,tt0369610
nm0000704	Elijah Wood	1981	\N	actor,producer,soundtrack	tt0167261,tt0338013,tt0120737,tt0167260
nm0000705	Robin Wright	1966	\N	actress,producer,director	tt0217869,tt0093779,tt0442933,tt0109830
nm0000706	Michelle Yeoh	1962	\N	actress,producer,writer	tt3104988,tt1302011,tt0120347,tt0190332
nm0000707	Sean Young	1959	\N	actress,miscellaneous,director	tt0083658,tt0093640,tt0087182,tt0109040
nm0000708	Billy Zane	1966	\N	actor,producer,soundtrack	tt0120338,tt0097162,tt0117331,tt0096874
nm0000709	Robert Zemeckis	1951	\N	producer,writer,director	tt1907668,tt0118884,tt0088763,tt0109830
nm0000710	David Raksin	1912	2004	music_department,composer,soundtrack	tt0458339,tt0027977,tt0037008,tt0119668
nm0000711	Rick Baker	1950	\N	make_up_department,actor,special_effects	tt0119654,tt0133152,tt0780653,tt0170016
nm0000712	Steve Cohen	\N	\N	assistant_director,director,miscellaneous	tt0098844,tt0363685,tt0089218,tt0143213
nm0000713	Joel Oliansky	1935	2002	writer,director,actor	tt0065278,tt0205655,tt0081900,tt0069599
nm0000714	Willie Aames	1960	\N	actor,writer,director	tt0075500,tt0086681,tt0084945
nm0000715	Caroline Aaron	1952	\N	actress,producer	tt0099487,tt0108160,tt0118954,tt1232829
nm0000716	Paula Abdul	1962	\N	soundtrack,actress,miscellaneous	tt0092718,tt0093894,tt0094898,tt0358082
nm0000717	Kareem Abdul-Jabbar	1947	\N	actor,producer,writer	tt0080339,tt0113097,tt0089155,tt0412253
nm0000718	Ian Abercrombie	1934	2012	actor,miscellaneous	tt0106308,tt1185834,tt0455499,tt0312098
nm0000719	F. Murray Abraham	1939	\N	actor,soundtrack	tt0086879,tt0113819,tt0120844,tt2278388
nm0000720	Jim Abrahams	1944	\N	writer,producer,director	tt0083466,tt0080339,tt0102059,tt0088286
nm0000721	Victoria Abril	1959	\N	actress,soundtrack	tt0101026,tt0094822,tt0103030,tt0284491
nm0000722	Joss Ackland	1928	\N	actor,soundtrack	tt0099810,tt0101452,tt0078480,tt0097733
nm0000723	Deborah Adair	1952	\N	actress	tt0069658,tt0058796,tt0081856,tt0099701
nm0000724	Brooke Adams	1949	\N	actress,producer,writer	tt0077405,tt0077745,tt0085407,tt0103157
nm0000725	Joey Lauren Adams	1968	\N	actress,soundtrack,director	tt2996684,tt0118842,tt0106677,tt0142342
nm0000726	Maud Adams	1945	\N	actress,director	tt0083178,tt0071807,tt0086034,tt0073631
nm0000727	Percy Adlon	1935	\N	director,writer,producer	tt0090377,tt0108636,tt0095801,tt0082225
nm0000728	Mario Adorf	1930	\N	actor,soundtrack,writer	tt0103432,tt0050746,tt0112154,tt0078875
nm0000729	Casey Affleck	1975	\N	actor,producer,writer	tt1206543,tt0443680,tt0452623,tt4034228
nm0000730	John Agar	1921	2002	actor,music_department	tt0066831,tt0041841,tt0040369,tt0049516
nm0000731	Brian Aherne	1902	1986	actor,soundtrack	tt0031516,tt0057547,tt0030442,tt0036203
nm0000732	Danny Aiello	1933	2019	actor,producer,soundtrack	tt0097216,tt0110413,tt0102070,tt0093565
nm0000733	Anouk Aimée	1932	\N	actress	tt0056801,tt0055093,tt0053779,tt0061138
nm0000734	Eddie Albert	1906	2005	actor,soundtrack,producer	tt0046250,tt0071771,tt0068687,tt0058808
nm0000735	Brian Aldiss	1925	2017	writer,actor	tt0099612,tt0432260,tt1590816,tt0212720
nm0000736	Robert Aldrich	1918	1983	director,assistant_director,producer	tt0048261,tt0061578,tt0048966,tt0056687
nm0000737	Jane Alexander	1939	\N	actress,producer,soundtrack	tt0079417,tt0298130,tt0124315,tt0074119
nm0000738	Muhammad Ali	1942	2016	actor,soundtrack,writer	tt0118147,tt0056406,tt0077003,tt0076111
nm0000739	Debbie Allen	1950	\N	actress,producer,director	tt0083412,tt0080716,tt0413573,tt0118607
nm0000740	Irwin Allen	1916	1991	writer,producer,director	tt0060036,tt0057798,tt0044009,tt0072308
nm0000741	Tim Allen	1953	\N	actor,producer,miscellaneous	tt0177789,tt0114709,tt0111070,tt0101120
nm0000742	June Allyson	1917	2006	actress,soundtrack	tt0040876,tt0041928,tt0046963,tt0049578
nm0000743	Néstor Almendros	1930	1992	cinematographer,director,actor	tt0077405,tt0194196,tt0080453,tt0084707
nm0000744	Maria Conchita Alonso	1957	\N	actress,soundtrack,producer	tt0100403,tt1186370,tt0092997,tt0093894
nm0000745	Carol Alt	1960	\N	actress,producer,executive	tt0112829,tt0119951,tt0484207,tt1859650
nm0000746	Trini Alvarado	1967	\N	actress,soundtrack	tt0110367,tt0125454,tt0081635,tt0116365
nm0000747	Don Ameche	1908	1993	actor,soundtrack,director	tt0035979,tt0086465,tt0088933,tt0107131
nm0000748	Leon Ames	1902	1993	actor,soundtrack	tt0037059,tt0091738,tt0066473,tt0043880
nm0000749	Mädchen Amick	1970	\N	actress,director,producer	tt0109665,tt0105665,tt5420376,tt0098936
nm0000750	Jon Amiel	1948	\N	director,producer,script_department	tt0112722,tt0298814,tt0137494,tt0100822
nm0000751	Suzy Amis	1962	\N	actress,producer,soundtrack	tt0120338,tt0114814,tt0106350,tt0109303
nm0000752	Judith Anderson	1897	1992	actress,soundtrack	tt0032976,tt0049833,tt0051459,tt0088170
nm0000753	Juliet Anderson	1938	2010	actress,director,producer	tt0183031,tt0080677,tt0082707,tt0265023
nm0000754	Kevin Anderson	1960	\N	actor,soundtrack,stunts	tt0102945,tt0093683,tt0413895,tt0118411
nm0000755	Lindsay Anderson	1923	1994	director,actor,writer	tt0063850,tt0083694,tt0070464,tt0057578
nm0000756	Loni Anderson	1945	\N	actress,soundtrack	tt0118539,tt0077097,tt0086379,tt0120770
nm0000757	Melissa Sue Anderson	1962	\N	actress,producer,soundtrack	tt0082498,tt0088513,tt0071007,tt0463850
nm0000758	Melody Anderson	1955	\N	actress	tt0098369,tt0091055,tt0082242,tt0080745
nm0000759	Paul Thomas Anderson	1970	\N	director,writer,producer	tt1791528,tt0469494,tt0118749,tt0272338
nm0000760	Richard Dean Anderson	1950	\N	actor,producer,soundtrack	tt0929629,tt0118480,tt0088559,tt0374455
nm0000761	Bibi Andersson	1935	2019	actress,soundtrack	tt0060827,tt0837106,tt0050986,tt0050976
nm0000762	Anthony Andrews	1948	\N	actor,producer,soundtrack	tt1504320,tt0083390,tt0084637,tt0088322
nm0000763	Dana Andrews	1909	1992	actor,soundtrack	tt0051221,tt0037008,tt0037691,tt0036868
nm0000764	André the Giant	1946	1993	actor	tt0261495,tt0093779,tt0071054,tt0250824
nm0000765	Pier Angeli	1932	1971	actress,soundtrack	tt0058947,tt0044112,tt0049778,tt0056504
nm0000766	Theodoros Angelopoulos	1935	2012	director,writer,producer	tt0081148,tt0114863,tt0096288,tt0156794
nm0000767	Jean-Hugues Anglade	1955	\N	actor,director,writer	tt0090563,tt0100263,tt0110963,tt0110265
nm0000768	Francesca Annis	1945	\N	actress	tt0085811,tt0375920,tt0087182,tt0077042
nm0000769	Susan Anspach	1942	2018	actress,soundtrack	tt0069808,tt0082770,tt0065724,tt0069097
nm0000770	David Anspaugh	1946	\N	producer,director	tt0081873,tt0091217,tt4196848,tt0108002
nm0000771	Lysette Anthony	1963	\N	actress,producer	tt0104466,tt0085811,tt0112896,tt0099363
nm0000772	Susan Anton	1950	\N	actress,soundtrack,producer	tt0096542,tt0078694,tt0079225,tt0087032
nm0000773	Laura Antonelli	1941	2015	actress	tt0082883,tt0071844,tt0070358,tt0074686
nm0000774	Michelangelo Antonioni	1912	2007	writer,director,editor	tt0053619,tt0073580,tt0060176,tt0047821
nm0000775	Christina Applegate	1971	\N	actress,producer,soundtrack	tt4651520,tt0092400,tt0101757,tt0253867
nm0000776	Michael Apted	1941	2021	director,producer,miscellaneous	tt0157583,tt0143145,tt1734493,tt0384766
nm0000777	Gregg Araki	1959	\N	writer,director,producer	tt0094134,tt2238050,tt1523483,tt0370986
nm0000778	Alfonso Arau	1932	\N	actor,director,writer	tt0114887,tt0103994,tt0092086,tt2380307
nm0000779	Roscoe 'Fatty' Arbuckle	1887	1933	actor,director,writer	tt0012382,tt0007819,tt0009123,tt0007761
nm0000780	Denys Arcand	1941	\N	writer,director,actor	tt7231342,tt0097635,tt0090985,tt0338135
nm0000781	Eve Arden	1908	1990	actress,soundtrack	tt0044287,tt0077631,tt0037913,tt0052561
nm0000782	Asia Argento	1975	\N	actress,director,writer	tt0218581,tt0418819,tt0368774,tt0295701
nm0000783	Dario Argento	1940	\N	writer,director,producer	tt0093677,tt0084777,tt0073582,tt0065143
nm0000784	Pedro Armendáriz	1912	1963	actor,producer	tt0040369,tt0037981,tt0057076,tt0040064
nm0000785	Alison Armitage	1965	\N	actress	tt0180339,tt0116695,tt0105930,tt0115237
nm0000786	George Armitage	1942	\N	producer,writer,director	tt0100143,tt0075393,tt0065760,tt0119229
nm0000787	Bess Armstrong	1953	\N	actress	tt0108872,tt0085750,tt0085678,tt0091653
nm0000788	Gillian Armstrong	1950	\N	director,producer,writer	tt0245046,tt0117206,tt0079596,tt0110367
nm0000789	Desi Arnaz	1917	1986	producer,actor,production_manager	tt1243974,tt0047191,tt0043208,tt0041475
nm0000790	James Arness	1923	2011	actor,producer,miscellaneous	tt0044121,tt0047736,tt0047573,tt0092527
nm0000791	Jack Arnold	1912	1992	director,producer,writer	tt0043138,tt0046876,tt0050539,tt2402723
nm0000792	Tom Arnold	1959	\N	actor,producer,writer	tt0117768,tt0119640,tt0111503,tt0242445
nm0000793	Alexis Arquette	1969	2016	actress,art_department,producer	tt0160862,tt0283003,tt0110912,tt0144120
nm0000794	Lewis Arquette	1935	2001	actor,writer,producer	tt0118111,tt0098439,tt0078966,tt0185431
nm0000795	Jean Arthur	1900	1991	actress,soundtrack	tt0030993,tt0046303,tt0031679,tt0036172
nm0000796	Dana Ashbrook	1967	\N	actor,writer	tt0098936,tt5334704,tt0105665,tt0095990
nm0000797	Hal Ashby	1929	1988	director,editorial_department,actor	tt0061811,tt0067185,tt0077362,tt0078841
nm0000798	Linden Ashby	1960	\N	actor,director	tt0111756,tt1567432,tt0432021,tt0113855
nm0000799	Ed Asner	1929	2021	actor,producer,soundtrack	tt0319343,tt0065314,tt1049413,tt0061619
nm0000800	Armand Assante	1949	\N	actor,producer,soundtrack	tt0116441,tt0113492,tt0104802,tt0765429
nm0000801	Olivier Assayas	1955	\N	writer,director,assistant_director	tt1321865,tt4714782,tt0401711,tt2452254
nm0000802	Mary Astor	1906	1987	actress,soundtrack	tt0033870,tt0035169,tt0033677,tt0034428
nm0000803	Christopher Atkins	1961	\N	actor,writer,producer	tt0086011,tt4893122,tt0084504,tt0080453
nm0000804	Stéphane Audran	1932	2018	actress,soundtrack	tt0092603,tt0068361,tt0062728,tt0064106
nm0000805	Claudine Auger	1941	2019	actress	tt0059800,tt0080718,tt0108855,tt1369743
nm0000806	Bille August	1948	\N	director,writer,cinematographer	tt0093713,tt0257215,tt0107151,tt0119683
nm0000807	Jane Austen	1775	1817	writer	tt0114388,tt0414387,tt0116191,tt1374989
nm0000808	Paul Auster	1947	\N	writer,director,producer	tt0479074,tt0114478,tt0125879,tt0112541
nm0000809	Daniel Auteuil	1950	\N	actor,director,writer	tt1473063,tt0387898,tt0243493,tt0091288
nm0000810	Gene Autry	1907	1998	soundtrack,actor,producer	tt0027361,tt0042110,tt0034106,tt0026867
nm0000811	Frankie Avalon	1940	\N	soundtrack,actor,producer	tt0058953,tt0059726,tt0077631,tt0112641
nm0000812	Roger Avary	1965	\N	writer,producer,director	tt0110912,tt7248248,tt0110265,tt0292644
nm0000813	Tex Avery	1908	1980	director,animation_department,actor	tt0033260,tt0038702,tt15234298,tt0032243
nm0000814	John G. Avildsen	1935	2017	director,editor,cinematographer	tt0075148,tt0100507,tt0097647,tt0087538
nm0000815	Mili Avital	1972	\N	actress,director,editor	tt0120723,tt0112817,tt0181199,tt0111282
nm0000816	Jon Avnet	1949	\N	producer,director,writer	tt0101921,tt0086200,tt0947798,tt0118055
nm0000817	Lew Ayres	1908	1996	actor,soundtrack,director	tt0069768,tt0020629,tt0040495,tt0030241
nm0000818	Shabana Azmi	1950	\N	actress,music_department	tt0083578,tt5286444,tt2792284,tt0116308
nm0000819	Barbara Bach	1947	\N	actress	tt0064750,tt0080058,tt0077572,tt0076752
nm0000820	Burt Bacharach	1928	\N	soundtrack,music_department,composer	tt0064115,tt0082031,tt0119738,tt0145660
nm0000821	Amitabh Bachchan	1942	\N	actor,producer,writer	tt5571734,tt0337578,tt0213890,tt0375611
nm0000822	Jim Backus	1913	1989	actor,writer,soundtrack	tt0057681,tt0057193,tt0048545,tt0057751
nm0000823	Angelo Badalamenti	1937	\N	music_department,composer,soundtrack	tt0344510,tt0116922,tt0166924,tt0105665
nm0000824	John Badham	1939	\N	director,producer,actor	tt0091949,tt0113972,tt0076666,tt0086567
nm0000825	Mary Badham	1952	\N	actress	tt0061089,tt0060626,tt0052520,tt0056592
nm0000826	Jane Badler	1953	\N	actress,producer,soundtrack	tt0086822,tt4054004,tt4244730,tt0085106
nm0000827	Maxine Bahns	1971	\N	actress	tt8558774,tt0117628,tt0112585,tt6517320
nm0000828	Barbara Bain	1931	\N	actress,soundtrack	tt8717656,tt0270197,tt0072564,tt0060009
nm0000829	Stuart Baird	1947	\N	editor,editorial_department,director	tt0078346,tt1074638,tt0381061,tt0253754
nm0000830	Oksana Baiul	1977	\N	actress	tt0244110,tt0118186,tt7462076,tt0115101
nm0000832	Diane Baker	1938	\N	actress,producer,production_manager	tt0057426,tt0058329,tt0102926,tt0115798
nm0000833	Joe Don Baker	1936	\N	actor,production_manager,miscellaneous	tt0093428,tt0112715,tt0113189,tt0116996
nm0000834	Kathy Baker	1950	\N	actress,producer	tt0099487,tt0103512,tt1315216,tt0124315
nm0000835	Ralph Bakshi	1938	\N	animation_department,director,producer	tt0068612,tt0077869,tt0076929,tt0085542
nm0000836	Scott Bakula	1954	\N	actor,producer,soundtrack	tt0096684,tt0244365,tt1291580,tt0169547
nm0000837	Bob Balaban	1945	\N	actor,director,producer	tt0379725,tt0280707,tt0310281,tt0075860
nm0000838	Daniel Baldwin	1960	\N	actor,producer,director	tt0368479,tt1600194,tt0758751,tt1830617
nm0000839	Ina Balin	1937	1990	actress,writer,producer	tt0054757,tt0076984,tt0058456,tt0053841
nm0000840	Lucille Ball	1911	1989	actress,production_manager,soundtrack	tt0047191,tt0055686,tt0062570,tt0043208
nm0000841	Michael Ballhaus	1935	2017	cinematographer,director,actor	tt0217505,tt0099685,tt0103874,tt0106226
nm0000842	Martin Balsam	1919	1996	actor	tt0074119,tt0059798,tt0054215,tt0050083
nm0000843	Anne Bancroft	1931	2005	actress,soundtrack,director	tt0076843,tt0056241,tt0119223,tt0061722
nm0000844	Tamasaburô Bandô	1950	\N	actor,director,writer	tt0108639,tt0184507,tt0079041,tt0230866
nm0000845	Tallulah Bankhead	1902	1968	actress	tt0038040,tt0059106,tt0010798,tt0037017
nm0000846	Ian Bannen	1928	1999	actor	tt0059183,tt0093209,tt0112573,tt0166396
nm0000847	Theda Bara	1885	1955	actress,writer	tt0005100,tt0005339,tt0009792,tt0007769
nm0000848	Olivia Barash	1965	\N	actress,soundtrack,producer	tt0087995,tt0101761,tt0083412,tt0090213
nm0000849	Javier Bardem	1969	\N	actor,producer,soundtrack	tt0369702,tt1074638,tt1164999,tt0477348
nm0000850	Clive Barker	1952	\N	writer,producer,actor	tt0100260,tt0805570,tt0103919,tt0093177
nm0000851	Lex Barker	1919	1973	actor	tt0043025,tt0059915,tt0058751,tt0045220
nm0000852	Jean-Marc Barr	1960	\N	actor,producer,director	tt1462411,tt0095250,tt1692227,tt0178721
nm0000853	Bruno Barreto	1955	\N	director,producer,writer	tt2217458,tt0119815,tt0077452,tt0179170
nm0000854	Majel Barrett	1932	2008	actress,producer,writer	tt0111280,tt0253754,tt0117731,tt0070909
nm0000855	Raymond J. Barry	1939	\N	actor	tt0841046,tt0114576,tt0305711,tt0106856
nm0000856	Ethel Barrymore	1879	1959	actress	tt0041746,tt0038975,tt0037135,tt0039694
nm0000857	John Drew Barrymore	1932	2004	actor,director	tt0055866,tt0055855,tt0134061,tt0059069
nm0000858	John Barrymore	1882	1942	actor,soundtrack,writer	tt0025919,tt0023948,tt0022958,tt0022454
nm0000859	Lionel Barrymore	1878	1954	actor,director,soundtrack	tt0021885,tt0038650,tt0030993,tt0040506
nm0000860	Paul Bartel	1938	2000	actor,director,writer	tt0083869,tt0098261,tt0116225,tt0072856
nm0000861	Freddie Bartholomew	1924	1992	producer,actor,soundtrack	tt0027893,tt0030368,tt0026266,tt0028691
nm0000862	Robin Bartlett	1951	\N	actress,miscellaneous	tt0120632,tt2042568,tt1130884,tt0097722
nm0000863	Billy Barty	1924	2000	actor,soundtrack,director	tt0093891,tt0096446,tt0089469,tt0093507
nm0000864	Mikhail Baryshnikov	1948	\N	actor,producer,miscellaneous	tt0136439,tt0076843,tt0101606,tt0090319
nm0000865	Richard Basehart	1914	1984	actor,director	tt0057798,tt0049513,tt0043560,tt0047528
nm0000866	Saul Bass	1920	1996	miscellaneous,art_department,director	tt0086162,tt0063804,tt0070531,tt0053125
nm0000867	Jason Bateman	1969	\N	actor,producer,director	tt2170299,tt2948356,tt0367279,tt0467406
nm0000868	Justine Bateman	1966	\N	actress,producer,soundtrack	tt0083413,tt6852672,tt0367279,tt6662050
nm0000869	Alan Bates	1934	2003	actor,soundtrack,producer	tt0066579,tt0164184,tt0265349,tt0280707
nm0000870	Kathy Bates	1948	\N	actress,director,soundtrack	tt0109642,tt0120338,tt0257360,tt0100157
nm0000871	Randall Batinkoff	1968	\N	actor,producer,director	tt0103893,tt2357144,tt0119822,tt0119874
nm0000872	Patrick Bauchau	1938	\N	actor,writer,producer	tt0090264,tt0115320,tt0258000,tt0319969
nm0000873	Belinda Bauer	1950	\N	actress	tt0100502,tt0098546,tt0090066,tt0085549
nm0000874	Steven Bauer	1956	\N	actor,producer,soundtrack	tt2249007,tt0086250,tt0117381,tt0181865
nm0000875	L. Frank Baum	1856	1919	writer,producer,miscellaneous	tt0089908,tt0032138,tt0004207,tt0000679
nm0000876	Noah Baumbach	1969	\N	writer,director,producer	tt2347569,tt2872462,tt0367089,tt7653254
nm0000877	Lamberto Bava	1944	\N	director,assistant_director,producer	tt0091553,tt0101493,tt0089013,tt0088100
nm0000878	Mario Bava	1914	1980	cinematographer,special_effects,director	tt0055022,tt0057443,tt0067656,tt0068863
nm0000879	Anne Baxter	1923	1985	actress,soundtrack,producer	tt0042192,tt0035015,tt0049833,tt0038873
nm0000880	Meredith Baxter	1947	\N	actress,soundtrack,producer	tt0073992,tt0105833,tt0074119,tt0083413
nm0000881	Michael Bay	1965	\N	producer,director,actor	tt0418279,tt2109248,tt0120591,tt1055369
nm0000882	Nathalie Baye	1948	\N	actress,soundtrack	tt0264464,tt0174330,tt0204709,tt1650048
nm0000883	Stephanie Beacham	1947	\N	actress,soundtrack	tt0081856,tt0096698,tt0452643,tt0068505
nm0000884	Jennifer Beals	1963	\N	actress,producer,soundtrack	tt0088851,tt1037705,tt0113101,tt0085549
nm0000885	Ned Beatty	1937	2021	actor,soundtrack	tt0068473,tt0078346,tt0822854,tt0074958
nm0000886	Warren Beatty	1937	\N	actor,soundtrack,producer	tt0061418,tt0118798,tt0082979,tt0077663
nm0000887	Harold Becker	1928	\N	director,producer,cinematographer	tt0120749,tt0249478,tt0098273,tt0107497
nm0000888	Meret Becker	1969	\N	actress,composer,soundtrack	tt0111183,tt0111613,tt0128133,tt0408306
nm0000889	Bonnie Bedelia	1948	\N	actress,soundtrack	tt0100404,tt0095016,tt0085656,tt0099423
nm0000890	Noah Beery Jr.	1913	1994	actor,soundtrack	tt0031762,tt0071042,tt0053946,tt0040724
nm0000891	Wallace Beery	1885	1949	actor,director,soundtrack	tt0021730,tt0025948,tt0040271,tt0023948
nm0000892	Jason Beghe	1960	\N	actor,producer	tt0095652,tt1458175,tt0103074,tt0119173
nm0000893	Ed Begley Jr.	1949	\N	actor,producer,director	tt1178663,tt0910936,tt1289401,tt0310281
nm0000894	Jean-Jacques Beineix	1946	\N	producer,assistant_director,director	tt0104473,tt0082269,tt0098226,tt0090563
nm0000895	Barbara Bel Geddes	1922	2005	actress,soundtrack	tt0040458,tt0052357,tt0077000,tt0042832
